id,text,T1 Target,T1 Argument,T1 Harmful,T2 Target,T2 Argument,T2 Harmful,T3 Target,T3 Argument,T3 Harmful,T4 Target,T4 Argument,T4 Harmful,T5 Target,T5 Argument,T5 Harmful,T6 Target,T6 Argument,T6 Harmful,,,
1159930023861559297,@USER Same as we (well our useless politicians anyway) are too fucking stupid to stop illegals landing in kent,useless polticians,useless politicians,YES,useless politicians,too fucking stupid,YES,,,,,,,,,,,,,,,
1157657903052050434,"@USER @USER Purely evil and disgusting. God....in the name of JESUS, protect these children from nasty perverts!",NULL,Purely evil,YES,NULL,disgusting,YES,nasty perverts,nasty perverts,YES,,,,,,,,,,,,
1186308064279977985,The prettiest females be having the ugliest laughs hyenas be scaring the shit out of me,prettiest females,ugliest laughs,YES,prettiest females,hyenas be scaring the shit,YES,,,,,,,,,,,,,,,
1157948701144473600,@USER @USER Racists are shitholes racist cops the shit in the hole,Racists,Racists,YES,Racists ,are shitholes,YES,racist cops,the shit in the hole,YES,,,,,,,,,,,,
1159875824516063232,I hate twitter 😂😂😂😂I Saw A White Boy In Walmart Looking Mad As Fuck So I Left 😭😭,White Boy,Looking Mad As Fuck,YES,,,,,,,,,,,,,,,,,,
1159888164766584832,Niggas are the ones that act like females. Fr y’all all a bunch of babie,Niggas,Niggas,YES,y'all,bunch of babies,YES,,,,,,,,,,,,,,,
1188495918116552705,Its finna get cold &amp; im tryna stay warmIt’s thick bitch 😚season throw the skinny bitches in the att,warmlt's thick bitch,thick bitch,YES,,,,,,,,,,,,,,,,,,
1188261645098741760,@USER Fuck 🇹🇷 And their mid evil. Bulls,TR,Fuck TR,YES,TR,"mid evil, Bullshit",YES,,,,,,,,,,,,,,,
1160681747610083328,"@USER Hell if I know, these niggas trying to get too deep with this shit",niggas,niggas,YES,niggas,too deep with this shit,YES,,,,,,,,,,,,,,,
1156389061982138370,@USER What in the actual fuck. These people are what’s wro,NULL,What in the actual fuck,YES,These people,are what's wrong,YES,,,,,,,,,,,,,,,
1159964467477848064,"@USER What the fuck are they ashamed of? Oh,",they,ashamed of?,YES,,,,,,,,,,,,,,,,,,
1160304247969329158,Eugene and I acting like fucking psychics with our goddamn theories😂😂 Im sick of us ma’am,Eugene and I ,fucking psychics,NO,NULL,sick of us,NO,,,,,,,,,,,,,,,
1160034523817631744,@USER Fucking anything just to charge a Black man with something... smdh :(,Black man,Fucking anything to charge a,YES,,,,,,,,,,,,,,,,,,
1155655785201963008,hoe ass nigga activity on godmales that expose nudes are so lame,hoe ass nigga,hoe ass nigga,YES,godmales,are so lame,YES,,,,,,,,,,,,,,,
1161441063678205954,Idk I'm actually super put-together and successful this year it's just that sleep deprivation and depression are some real shit,NULL,some real shit,NO,,,,,,,,,,,,,,,,,,
1157050076105256961,@USER @USER @USER Because they are 🚮🚮🚮. Throw the whole Privileged Ascension Social whatever the fuck,they are,=�=�=�,YES,NULL,whatever the fuck,YES,,,,,,,,,,,,,,,
1188566629677961223,Can the browns at least cover??? Lmaooo. These niggas suck,the browns,the browns,YES,niggas,niggas,YES,niggas,suck,YES,,,,,,,,,,,,
1186954205153648640,"fragile whites, men, and heteros need to grow the fuck up and expand their horizons",fragile whites,fragile whites,YES,fragile men,fragile men,YES,fragile heteros,fragile heteros,YES,fragile whites,grow the fuck up,YES,fragile men,grow the fuck up,YES,fragile heteros,grow the fuck up,YES,,,
1186037223487148035,@USER Trump reinforces the stereotype that Americans are stupid.,Trump,reinforces the stereotype,YES,Americans,Americans are stupid,YES,,,,,,,,,,,,,,,
1186163201312002049,@USER @USER Even the pastors be trolling shit 🤣�,pastors,trolling shit,YES,,,,,,,,,,,,,,,,,,
1187804575081947136,@USER @USER @USER Thats not the thing when niggas play like pussies and camp that shit gets annoying,niggas,niggas,YES,niggas,play like pussies,YES,niggas,shit gets annoying,YES,,,,,,,,,,,,
1186587010686836737,@USER I hope they turn the misogyny way up and be wacky as fuck.,they,turn the misogyny way up,YES,they,be wacky as fuck,YES,,,,,,,,,,,,,,,
1186013171078836232,"We at visits and manman says “bra is wig lifting, glue that shit down” niggas always worried about the wrong shit. ",bra,"is wig liftin, glue that shit down",YES,niggas,niggas,YES,niggas,worried about the wrong shit,YES,,,,,,,,,,,,
1187900952671592449,"Had to stop telling people the shit I was going through, they just used it to their advantage",people,stop telling,YES,people,used it to their advantage,YES,,,,,,,,,,,,,,,
1159705166825832448,@USER @USER That shit is good pls never go back the new iterations are evil,@USER,That shit is good,NO,,,,,,,,,,,,,,,,,,
1168069042147659776,We all understand everyone wanna have fun but you non college niggas gotta stop coming and ruining shit.,non college niggas,niggas,YES,niggas,ruining shit,YES,,,,,,,,,,,,,,,
1187503714078081024,@150NAHI Dead ass y’all should!! We can go buy a whole oz and smoke it all �,@USER,Dead ass,NO,,,,,,,,,,,,,,,,,,
1187450449974251520,White folks discriminating aint no surprise...but when that black on black shit happen in a workspace that shit kill ya spirit,White folks,discriminating,YES,black,black on black shit,YES,NULL,that shit kill ya spirit,YES,,,,,,,,,,,,
1188539731807748099,@USER @USER And that’s just real nigga sh,@USER,real nigga,YES,NULL,shit,NO,,,,,,,,,,,,,,,
1185844098776875008,Meh I've seen worse shit than thatDO NOT WATCH 1444 ON YOUTUBE IM WARNING U. SOMEONE IS SH00TING THEMSELVES IN THE HEAD AND THEIR BRAIN COMES OUT OF THEIR HEAD,SOMEONE,SH00TING THEMSELVES,YES,SOMEONE,THIER BRAIN COMES OUT OF THEIR HEAD,YES,,,,,,,,,,,,,,,
1161190026102923264,"@USER This is, without doubt, the dumbest shit I'll read all day, and it's only 9AM.",NULL,the dumbest shit ,YES,,,,,,,,,,,,,,,,,,
1187463451465129984,y’all don’t give people room to grow and that shit be ,y'all,shit be lame,YES,,,,,,,,,,,,,,,,,,
1158602144754176000,Right bitches out here doing anythinnng 🤷🏽‍♀️That cucumber shit is the most trifling shit I’ve ever,bitches,bitches,YES,bitches,the most trifling shit I'’ve ever seen 🤮,YES,,,,,,,,,,,,,,,
1187164800591155200,if i had three hands id use all three to beat the shit out of sylvain,sylvain,beat the shit out of,YES,,,,,,,,,,,,,,,,,,
1161850361633792002,Or the fucking lotion that was literally RIGHT beside the lotion box 🤦�,NULL,fucking lotion,YES,,,,,,,,,,,,,,,,,,
1186384798857777154,@USER @USER Them constantly saying it is annoying as fuck. And they are now two😭😭😭�,Them,annoying as fuck,YES,,,,,,,,,,,,,,,,,,
1161802350618730496,fuck all that sugar daddy shit. alot of these old men need to be in JAIL,NULL,fuck all that sugar daddy shit,YES,old men,need to be in JAIL,YES,,,,,,,,,,,,,,,
1161514505656029184,i just feel like my pussy better than all them bitches you been with 🤪�,them bitches,my pussy better,YES,bitches,bitches,YES,,,,,,,,,,,,,,,
1161425359709118464,@USER The genie is out of the fucking bottle. These fucking clowns,@USER,genie is out of the fucking bottle,YES,fucking clowns,fucking clowns,YES,,,,,,,,,,,,,,,
1186787817285996549,@USER These creep ass hoes still wanna keep at it dead and gone girl🤦🏾‍♀️,hoes,creep ass hoes,YES,hoes,shit wild,YES,,,,,,,,,,,,,,,
1162168219765002241,Asking why they do me I got niggas on my wave bitch 🌊 @1_jwa,niggas,niggas ,YES,bitch,bitch,YES,,,,,,,,,,,,,,,
1159899765842354176,@USER You Demoncrats following Satan cause all of this hate and killings y’all even kill babie,Demoncrats,following Satan,YES,Demoncrats,killings ,YES,Demoncrats,kill babies,YES,,,,,,,,,,,,
1158478777619496960,Can these old FUCKS stop trying to blame video games for the shootings Goddamn I hate old people. So fucking stupid.,old FUCKS,old FUCKS,YES,old people,I hate,YES,old people,fucking stupid,YES,,,,,,,,,,,,
1159660825394569216,crazy fucking people man just be straight with me im jist looking for a room,people,crazy fucking people,YES,people,be straight with me,YES,,,,,,,,,,,,,,,
1161917675054010368,I seen niggas whole demeanor change when they get ah gun in they hand😂🤦🏽‍♂️STRA,niggas,niggas,YES,BITCH,BITCH,YES,,,,,,,,,,,,,,,
1188259065605963776,What parents are thinking when they see their kid walking to the sandboxStay out of the fucking box,klids,Stay out of the fucking box,YES,,,,,,,,,,,,,,,,,,
1188331354968084480,@USER @USER What a fool Total hypocrite These politicians are so shallow and unbelievable,hypocrite,hypocrite,YES,politicians,so shallow,YES,,,,,,,,,,,,,,,
1159929402639015936,@USER Ugh I hate all of u 😂 all these damn repli,all of u,I hate,YES,,,,,,,,,,,,,,,,,,
1157280153669492737,@USER @USER @USER @USER @USER CNN is full of disgusting people. #JustSaying #TheTruth #DishonestMedia,NULL,disgusting people,YES,,,,,,,,,,,,,,,,,,
1156088179520352262,the shit i say either 1. worries them 2. annoys them 3. “what the fuc,them,annoys them,YES,them,"""what the fuck""",YES,,,,,,,,,,,,,,,
1187222338493960192,"@USER @USER and when you give them they change, give them hella coins and put that shit back on the fucking counter �",them,they change,YES,them,put that shit back on the fucking counter,NO,,,,,,,,,,,,,,,
1186383553480794112,Stop posting black and white sex gifs and go to sleep ya daft cunt.,daft cunt,daft cunt,YES,daft cunt,posting black and white sex gifs,YES,,,,,,,,,,,,,,,
1162077192366546945,"it would be cute if noggas stop lying on their dicks and shit,,, lets not act like u wasnt STIRRING THE POT SIR",noggas,noggas,YES,noggas,stop lying on their dicks,YES,SIR,STIRRING THE POT,YES,,,,,,,,,,,,
1159565857384742912,"@USER Shit like that needs to stop on both political sides, it's dangerous to all.",@USER,shit like that ,YES,@USER,it's dangerous,YES,,,,,,,,,,,,,,,
1156201217279832064,Women like this exist?Fuck sex I wanna make a nigga forget all them dark days he had..😩,Women,like this exist?,YES,nigga,nigga,YES,,,,,,,,,,,,,,,
1162158667271200768,@USER @USER Anyone else getting sick of these racists? These Republiclowns just say one stupid thing after another.,Anyone else,sick of these racists?,YES,Republiclowns,Republiclowns,YES,Republiclowns,say one stupid thing,YES,,,,,,,,,,,,
1186512431830487041,@USER Deserved MF tellin ppl they got demons and shit,Deserved MF,Deserved MF,YES,Deserved MF,got demons and shit,YES,,,,,,,,,,,,,,,
1161581790974357504,I call niggas out on their bullshit and that’s why they don’t fuck with me �,niggas,niggas,YES,niggas,thier bullshit,YES,niggas,don't fuck with me,YES,,,,,,,,,,,,
1157514440063049728,No Kap . . . Nate we Bool . I’ll drop all the old shit . It’s still fuck everyone else tho 😂�,NULL,drop all the old shit,YES,everyone else,fuck everyone else,YES,,,,,,,,,,,,,,,
1187221718026182656,"@USER @USER Shut up, racist. America will not tolerate you and you’re communist party of cowards hiding behind closed door",@USER,"Shut up, racist",YES,@USER,not tolerate you,YES,@USER,cowards,YES,,,,,,,,,,,,
1186985371441213440,listening to black kray I had a fucking crazy night girls are fucking angels yo,NULL,fucking crazy night,NO,girls,fucking angels,YES,,,,,,,,,,,,,,,
1159551977958924289,bitches be finding the most random shit n using it to drag us down,bitches,bitches,YES,bitches,most random shit,YES,,,,,,,,,,,,,,,
1161073290221367297,there’s some shit people should mind and it’s THEIR OWN BUSI,people,shit people,YES,people,THEIR OWN BUSINESS,YES,,,,,,,,,,,,,,,
1188199624311480323,@USER @USER We played south South Carolina and beat the shit out of them lmao Georgia fans are so stupid,South Carolina,beat the shit,YES,Georgia fans,so stupid,YES,,,,,,,,,,,,,,,
1157726940113096704,@USER The only sick fuck is Republican congressmen who keep murdering innocent people because they refuse to take action.,Republican congressmen,sick fuck,YES,Republican congressmen,murdering innocent people,YES,,,,,,,,,,,,,,,
1187229246361690112,i’m tired of playing 21 questions wit these bitches you tryna get ya ass ate or n,bitches,bitches,YES,bitches,get ya ass ate,YES,,,,,,,,,,,,,,,
1160631189801066496,"How do i block these animal cruelty videos on my tl? Call peta or some shit, wtf is all of twitter gonna do about it?",NULL,animal cruelty ,YES,NULL,some shit,NO,twitter,wtf,YES,,,,,,,,,,,,
1157039523718684672,"As much as I want this to be a lie, it ain’t. These shorties GOING. 😐💯Bitches gonna fuck whatever nigga can do more for them at that time 🤷🏾�",Bitches,Bitches,YES,Bitches,gonna fuck,YES,nigga,nigga,YES,,,,,,,,,,,,
1188189624654417920,@USER Yeah they have some of those maps in the rotation for wagers which is lame as fuck,they,lame as fuck,YES,,,,,,,,,,,,,,,,,,
1161880270099763202,I see why men say ok when women are naggin. Cause we really just want you to shut the fuck up lol . Say your point and leave it there,women,shut the fuck up,YES,,,,,,,,,,,,,,,,,,
1186360945892909056,The country is going to hell and all you people are arguing about @USER stupid ass singers list? Get your priories straight.,people,stupid,YES,people,Get your priories straight,YES,,,,,,,,,,,,,,,
1187388030568546306,"bitches be scared to be inlove, ima act crazy over my nigga 🤷🏽‍♀️ I ain’t gon ok",bitches,bitches,YES,bitches,act crazy,YES,nigga,nigga,YES,,,,,,,,,,,,
1159505987922870273,"@USER @USER I hate what this country has become under this sick, hate mongering intolerant president.",president,I hate,YES,president,mongering intolerant,YES,,,,,,,,,,,,,,,
1159220639468703744,bitches will let these niggas treat them and do them however just cause they wanna fuck wit that specific nigga so bad lols couldn’t be ,bitches,bitches,YES,bitches,wanna fuck,YES,nigga,nigga,YES,,,,,,,,,,,,
1156332518771253248,Bitches Be Thinking They Meg The Stallion Bitch u Meg from Family Guy😂,Bitches,Bitches,YES,,,,,,,,,,,,,,,,,,
1187262960290291712,why are all my siblings funnier than all the shit on earth,siblings,funnier than all the shit on earth,NO,,,,,,,,,,,,,,,,,,
1160626265394520064,@USER why dont we all just shut the fuck up and wait to see who they end up with or who they dont?,@USER,shut the fuck up,YES,,,,,,,,,,,,,,,,,,
1187799424317165569,They even got gay cartoon characters now 🤦🏾‍♂️ wtf the world coming too .They’re forcing gay shit on the world ,They,forcing gay shit,YES,,,,,,,,,,,,,,,,,,
1159478250839715840,people in my office kill me with this laziness shit . older people be so set in their ways,people,kill me with this laziness shit,YES,,,,,,,,,,,,,,,,,,
1160984417202032643,Idk how many times I called one of my parents on the phone crying about some shit 😂😩,I,cryign about some shit,NO,,,,,,,,,,,,,,,,,,
1187068730452402176,people will do crazy shit and refuse to hold themselves accountable and blame you for reacting negatively,people,will do crazy shit,YES,people,accountable ,YES,people,blame you for reacting negatively,YES,,,,,,,,,,,,
1155849703986257922,"Twitter home : girls with fat asses ✨, and ugly niggas ",girls,with fat asses,YES,niggas,ugly niggas,YES,,,,,,,,,,,,,,,
1160563447031091202,@USER I thought white nationalists had their own social media platforms. Fuck off to gab you pos,@USER,white nationalistis,YES,@USER,Fuck off,YES,,,,,,,,,,,,,,,
1157460606028587008,"Especially ones that give a shit about youto all the niggas with parents, cherish them.",NULL,give a shit ,NO,niggas,niggas,YES,,,,,,,,,,,,,,,
1186165307699814400,Future don’t be doing all these drugs lying ass nigg,niggas,doing all these drugs,YES,niggas,lying ass niggas,YES,,,,,,,,,,,,,,,
1160737561540726784,"Another side note: wakeboarding is for white people, i should’ve known better than to try that sh",white people,wakeboarding is for,YES,NULL,try that shit,YES,,,,,,,,,,,,,,,
1186715086456381440,I said this too but I think they all dead or in jail frfr😂😂😂I just want a nigga so real i ain’t gotta question shit about hi,they,all dead or in jail,YES,nigga,nigga,YES,,,,,,,,,,,,,,,
1186281107387535361,Stupid people say stupid shit soo I just stay away from the stupid asses,people,Stupid people,YES,people,say stupid shit,YES,stupid asses,stupid asses,YES,,,,,,,,,,,,
1187243060020645889,Sick of people blaming shit on they mental illness instead of owning up to the shitty way they treat people.,poeple,Sick of,YES,people,blaming shit,YES,people ,shitty way they treat people,YES,,,,,,,,,,,,
1157808058434752512,How shitty are these fucking robots in fortnite @USER literally ruin the game with something fucking new,robots,How shitty,YES,robots,fucking robots,YES,@USER,ruin the game,NO,@USER,something fucking new,NO,,,,,,,,,
1186951790572556288,@USER Who the fuck are you to say the universe screwed up? maybe they're the ones that are screwed up..,@USER,Who the fuck are you,YES,@USER,universe screwed up?,YES,they're,screwed up..,YES,,,,,,,,,,,,
821387809424572416,"@USER @USER Great description of these ineffective leaders,Communist Black Caucus. Time to put these idiots out of office",leaders,ineffective leaders,YES,leaders,idiots,YES,,,,,,,,,,,,,,,
1187619665213673473,Fuck men these days. Fuck them all. They will hurt everyone’s feelings and fuck them a,men,Fuck men,YES,them all,Fuck them all,YES,They,hurt everyone's feelings,YES,They,fuck them all,YES,,,,,,,,,
1188322018065813505,"they're were also struggling with mental health shit, and that's really fucking sad bc neither of us could help each other",they're,mental health shit,NO,they're,fucking sad,NO,,,,,,,,,,,,,,,
1187565400340320256,"If they act like they’re better off without you, make them stand on that sh",they,act like they're better off,YES,they,stand on that shit,YES,,,,,,,,,,,,,,,
1160803017874202624,i’m sick of seeing these bitches sucking and fucking cucumbers on my ,bitches,bitches,YES,bitches,sucking,YES,bitches,fucking cucumbers,YES,,,,,,,,,,,,
1155690911604416512,We live in a cruel fuckn world and some fuckn pieces of shit decide to shoot up a festival smh coward of all cowards,we,cruel fuckn world,YES,pieces of shit,pieces of shit,YES,coward,of all cowards,YES,,,,,,,,,,,,
1160810388457435136,women talk about how they been stupid for a nigga a lot but BRUH niggas be complete fuckin idiots for a bitch ian lyin loll,women,been stupid,YES,nigga,nigga,YES,niggas,niggas,YES,niggas,complete fuckin idiots,YES,bitch,bitch,YES,,,,,,
1187125161000079361,"these niggas so fifty, i keep my shit a hunnid🤷🏼",niggas,niggas,YES,NULL,my shit,NO,,,,,,,,,,,,,,,
1161529882469380096,im tired of spotting but say it w me ladies FUCK THEM KIDS,KIDS,FUCK THEM ,YES,,,,,,,,,,,,,,,,,,
1159676121425698817,why naked girls be puttin bandaids over their pussies? it ain't gonna heal shut idiot,naked girls,puttin bandaids over thier pussies,YES,naked girls,idiot,YES,,,,,,,,,,,,,,,
1162076699623923714,Bitches ain’t taking care of they business you on top of yours🤟🏽them hoes fucking up they paper🤑they ain’t stopping your,Bitches,Bitches,YES,hoes,hoes,YES,hoes ,fucking up,YES,,,,,,,,,,,,
1186775104602157056,"@USER Why are all the GOP afraid of democracy? Why are you all hiding behind such a corrupt, stupid grifter? Chickenshits!",GOP,afraid of democracy?,YES,GOP,"hiding behind suck a corrupt, stupid grifter?",YES,GOP,Chickenshits!,YES,,,,,,,,,,,,
1160206130259341312,@USER Most of them are ugly af tho. If you paying more than $200 for these ugly shoes you smoking dick,NULL,ugly af,YES,you,smoking dick,YES,,,,,,,,,,,,,,,
1161771113015390209,@USER I’m so sick of these racist bitche,bitches,bitches,YES,bitches,so sick of,YES,bitches,racist,YES,,,,,,,,,,,,
1160271682587844608,I hate bitches who try to compete with you 😂 and try to act like they your frien,bitches,bitches,YES,bitches,I hate,YES,,,,,,,,,,,,,,,
1160361896576475137,Sad cuz niggas on here will still defend this type of shit lmaoooo,niggas,niggas,YES,niggas,defend this type of shit,YES,,,,,,,,,,,,,,,
1161148481354047488,"All these anime movies coming to theater , where the fuck is AKIRA?!!",NULL,where this fuck,NO,,,,,,,,,,,,,,,,,,
1155508836888797186,My boyfriend gets bitches off with all those stellar deals.,boyfriend,get bitches off,YES,bitches,bitches,YES,,,,,,,,,,,,,,,
1156354812633419777,damn girls with fakes asses really getting jobs as personal trainers lol,girls,fakes asses,YES,,,,,,,,,,,,,,,,,,
1161661042071691266,Literally every other type of gay has hurt them. Imagine how you’d feel if someone called you fat and ugly.Ugly fat gays have the worst attitude 😂😂😂 sis who hurt,you,fat,YES,you,ugly,YES,gays,Ugly fat gays,YES,,,,,,,,,,,,
1159612869731921920,Ariana stans are just a bunch of yt gays that are extremely racist and refuse to call her out for being a dickhead,Ariana stans,extremely racist,YES,Ariana stans,dickhead,YES,,,,,,,,,,,,,,,
1159249128481853447,Damn. Niggas really got videos of me “driving the boat” and some more shit 🤦🏾‍♀️ see and this is why I don’t go out lmao d,Niggas,Niggas,YES,,,,,,,,,,,,,,,,,,
1161929549304610816,@USER “All the other dumb bitches that chose the wrong nigga to fuck and get pregnant by” she m,bitches,dumb bitches,YES,bitches,chose the wrong nigga,YES,nigga,nigga,YES,,,,,,,,,,,,
1161888724763983872,The Problem With You Niggas Is Y’all Wannabe House Wives So Bad Nigga Help That Girl 😂,Niggas,Niggas,YES,You,Wannabe House Wives,YES,Nigga,Nigga,YES,,,,,,,,,,,,
1160872735096090625,Grown ass men be lying when the truth sounded better......,men,lying,YES,,,,,,,,,,,,,,,,,,
1161124130932088833,Niggas really be on the TL really afraid to say Nicki Minaj name like she Tom fucking Riddle 😭,Niggas,Niggas,YES,,,,,,,,,,,,,,,,,,
1187382741479907328,"@USER Keep them dumb, straight from the republican playbook.",republican,Keep them dumb,YES,,,,,,,,,,,,,,,,,,
1161701173042135040,@USER White bitches always tryna insert themselves in shit that don’t concern them 🤦�,bitches,bitches,YES,,,,,,,,,,,,,,,,,,
1186150379827929088,I hate fat girls who think they ass fat .... of course it's fat u fat stupid 🤔,girls,hate fat girls,YES,girls,fat u fat stupid,YES,,,,,,,,,,,,,,,
1162007033396117506,"@USER @USER @USER everyone else deserves to eat shit and work themselves to death, I guess",everyone else,deserves to eat shit,YES,everyone else,work themselves to death,YES,,,,,,,,,,,,,,,
1187379016950538240,@USER @USER @USER yes fuck that we wilding,NULL,fuck that we wilding,NO,,,,,,,,,,,,,,,,,,
1161790683826536451,Term Limits! I’m shit sick of looking at professional politicians. 2 terms GT,politicians,shit sick of looking at,YES,politicians,GTFO,YES,,,,,,,,,,,,,,,
1157326015049490434,Drake really got me in my fucking feelings all over again as if it's the first time I'm hearing these songs smh,Drake,fucking feelings,NO,,,,,,,,,,,,,,,,,,
1186590160353464325,@USER @USER @USER @USER Greedy fucking idiots about to kill the goose that lays the golden eggs. #CDNPOLI #elxn43,NULL,Greedy fucking idiots,YES,NULL,kill the goose that lays the golden eggs,YES,,,,,,,,,,,,,,,
1159223828628721665,@USER TRU! they be like “not all of us are like that! We’re on your side!” Like bitch then shut the fu,bitch,bitch,YES,bitch,shut the fuck up,YES,,,,,,,,,,,,,,,
1159306275710210050,Stop that shit !where y’all get that bad habit of just calling people without asking? ,NULL,Stop that shit,NO,,,,,,,,,,,,,,,,,,
1160342957251158016,"@USER @USER You should have started with, “Republicans are fucking stupid",Republicans,fucking stupid,YES,,,,,,,,,,,,,,,,,,
1158345445325856768,"niggas aint shit sometimes, bitches aint shit sometimes too and all the non conforming genders in between you can all be 'aint shit' too",niggas,niggas,YES,niggas,aint shit,YES,,,,,,,,,,,,,,,
1158577892940533760,@USER If you support democrats you support stupidity for repeating such nonsense. The shooters were leftists you idiot.,@USER,support stupidity,YES,@USER,idiot,YES,,,,,,,,,,,,,,,
1159891469311926275,@USER They also reserve the right to get their ass kicked by Israel,They,ass kicked,YES,,,,,,,,,,,,,,,,,,
1156336070902079488,Who tf is @USER and why he got my day 1 @USER name and shit like niggas are fans😭,@USER,Who tf,YES,niggas,niggas,YES,,,,,,,,,,,,,,,
1160795379996057601,@USER Exactly ... the way the racist scum jumped on Israel Folau.. disgusting!,racist scum,racist scum,YES,racist scum,disgusting!,YES,,,,,,,,,,,,,,,
1162346286370172929,Who is cuz all in yo mentions and shit 🥴Miss havin somebody to get on all that w,NULL,and shit,NO,,,,,,,,,,,,,,,,,,
1155971317625061380,@USER I thought the same too but theres surprisingly lots of em who doesnt know shit about sex,them,doesnt know shit,YES,,,,,,,,,,,,,,,,,,
1156602405108273152,@USER These people are fucking idiots! Reminds me very much of my sister in law,The people,fucking idiots,YES,sister in law,fucking idiots!,YES,,,,,,,,,,,,,,,
1188505493611909121,@USER Krul has scared the shit out of the players.,Krul,scared the shit,YES,,,,,,,,,,,,,,,,,,
1158598423320367104,Some of you females deserve to be on criminal minds the way y’all be finding shit out ,females,deserve to be criminal mids,NO,females,finding shit out,YES,,,,,,,,,,,,,,,
1161175459587080193,"And they really get mad when you don’t wanna be sexual with them, like who raised ya😭Yo these niggas will really pressure you into having sex with ",they,get mad,YES,they,who raised ya,YES,niggas,niggas,YES,niggas,pressure you into having sex,YES,,,,,,,,,
1188415898325082112,u bitches be worried about the wrong shit....I’m the wrong shi,bitches,bitches,YES,bitches,worried about the wrong shit,YES,I'm,wrong shit,NO,,,,,,,,,,,,
1160031509291708416,Night is all ruined over some dumb shit. All done with the negativity.,NULL,ruined over some dumb shit,NO,NULL,done with negativity,NO,,,,,,,,,,,,,,,
1161730741862117376,had a lot of shit to lose not enough to gain,NULL,a lot of shit,NO,,,,,,,,,,,,,,,,,,
1187598430031486976,"@USER You gathered with a bunch of stupid old men, to make yourselves look even more stupid than you all are",@USER,stupid old men,YES,@USER,even more stupid,YES,,,,,,,,,,,,,,,
1188232616731910145,keep that fake shit from round me. yall niggas weird,NULL,fake shit,YES,yall,niggas weird,YES,,,,,,,,,,,,,,,
1155597119887200256,"niggas cheat in public then wanna cry to you in private , nah nigga GO LIVE !!",niggas,niggas cheat,YES,nigga,nigga,YES,,,,,,,,,,,,,,,
1188234059656417281,Look back on 2019 &amp; think about how many people came into and left your life that shit is nuts,your,shit is nuts,NO,,,,,,,,,,,,,,,,,,
1187096622871781377,I really must produce a comedy series of Jamaican women on the phone this shit is comedy gold 😭�,Jamaican women,shit is comedy gold,YES,,,,,,,,,,,,,,,,,,
1187220560096514048,@USER Being single cause bitches ain’t shit you know the usua,bitches,bitches,YES,bitches,ain't shit,YES,,,,,,,,,,,,,,,
1188628215658680320,"Butterballs lmao you hate to see it.A lot of these bitches would get no attention if it wasnt for they bodies lol, face be chips as fuck.",bitches,bitches,YES,bitches,if it wasn't for their bodies,YES,bitches,face be chips as fuck,YES,,,,,,,,,,,,
1187785042598039552,They both suck. Shut the fuck up 💯Stop shitting on filas 1) it’s mean 2) the balenciaga “dad” shoes are literally the same idea and y’all drool ,They,both suck,YES,NULL,Shut the fuck up,YES,NULL,Stop shitting on filas,YES,,,,,,,,,,,,
1161871910784794624,"i may be petty as fuck, but watching people from my hometown who were bullies ruin their lives gives me fucking life",I,petty as fuck,NO,bullies,ruin their lives,YES,me,give me fucking life,NO,,,,,,,,,,,,
1185981782937800709,@USER Ur fat and 5’5 u fucking fema,@USER,Ur fat,YES,@USER,u fucking female,YES,,,,,,,,,,,,,,,
1186431745761038336,Nigga its who surround urself wit 🤷🏽‍♀️dats how im lookin at it 😅These bitches be real cheaters no matter what you got or who you are 🤷🏼‍♂️🤣 that’s j,Nigga,Nigga,YES,bitches,bitches,YES,bitches,real cheaters,YES,NULL,shit is these days,NO,,,,,,,,,
1161882564233256961,"@USER If they want people the think blue lives matter, they sure as shit have to not act like this.",they,shit have to not act like this,YES,,,,,,,,,,,,,,,,,,
1186877179985948672,Niggas really be scared to choke bitches during sex lmfao bro she’s annoying as fuck I’ve been waiting to do this shit all da,Niggas,Niggas,YES,Niggas,scared to choke bitches,YES,bitches,bitches,YES,she,annoy as fuck,YES,NULL ,shit all day,NO,,,,,,
1160659963397705728,@USER The thing about being both white and not a sack of shit is that I truly do not have a culture,white,sack of shit,YES,white,I truly do not have a culture,YES,,,,,,,,,,,,,,,
1160655078245535744,Why do bitches feel so comfortable asking guys to give them money or pay for their shit?? Get a job lmao,bitches,bitches,YES,bitches,for their shit??,YES,bitches,Get a job,YES,,,,,,,,,,,,
1187583443191914496,@USER The idiot supporters will just keep watching Hannity as they don’t want facts—they want to be fed bulls,supporters,idiot supporters,YES,supporters,fed bullshit,YES,,,,,,,,,,,,,,,
1161026016065798144,They really doSome people just drain the fucking nice right out of you.. �,Some people,drain the fucking nice,YES,,,,,,,,,,,,,,,,,,
1158382358594297856,@USER @USER Eat shit. He doesn't get to incite murders and then blame immigrants for them.,@USER,Eat shit,YES,he,incite murders,YES,he,blame immigrants,YES,,,,,,,,,,,,
1162335922475737088,"@USER Nah baby this shit was recent, and all the people in that clip probably aren’t even 60 years old y",baby,shit was recent,NO,,,,,,,,,,,,,,,,,,
1161626699001475072,Half ya gay bitches be sucking dick on the low so stop ya shit already,gay bitches,gay bitches,YES,gay bitches,sucking dick,YES,gay bitches,ya shit already,YES,,,,,,,,,,,,
